date,region,product,customer,quantity,unit_price,revenue,cost,profit
2024-02-28,East,Widget A,Customer 14,19,24.77,470.56,284.63,185.93
2024-02-28,North,Gadget X,Customer 21,18,115.89,2086.02,1159.04,926.98
2024-02-29,East,Widget A,Customer 10,22,23.28,512.18,321.23,190.95
2024-02-29,North,Widget B,Customer 15,10,43.39,433.94,236.96,196.98
2024-02-29,East,Widget A,Customer 31,23,23.78,546.93,317.99,228.94
2024-03-01,West,Gadget X,Customer 1,24,122.64,2943.38,1696.85,1246.53
2024-03-01,Central,Widget B,Customer 35,10,43.92,439.23,219.64,219.59
2024-03-02,South,Gizmo Lite,Customer 38,17,153.41,2607.96,1772.34,835.62
2024-03-03,North,Gizmo Pro,Customer 8,6,305.57,1833.41,1166.1,667.31
2024-03-04,East,Gadget X,Customer 30,8,108.37,866.98,482.19,384.79
2024-03-04,West,Gizmo Pro,Customer 23,5,315.82,1579.11,954.86,624.25
2024-03-05,North,Gadget Y,Customer 33,23,88.76,2041.42,1205.9,835.52
2024-03-05,North,Gadget X,Customer 6,15,119.71,1795.63,944.52,851.11
2024-03-06,South,Gadget X,Customer 6,20,127.86,2557.21,1278.91,1278.3
2024-03-07,North,Gizmo Pro,Customer 13,5,275.82,1379.09,738.93,640.16
2024-03-08,West,Gizmo Pro,Customer 33,20,287.28,5745.53,3439.07,2306.46
2024-03-09,East,Gadget X,Customer 3,11,111.26,1223.85,636.23,587.62
2024-03-09,West,Widget A,Customer 15,8,26.13,209.02,109.24,99.78
2024-03-10,West,Widget A,Customer 29,14,22.96,321.43,166.77,154.66
2024-03-11,North,Widget B,Customer 21,5,42.08,210.41,111.68,98.73
2024-03-12,West,Gadget Y,Customer 32,23,104.18,2396.2,1575.12,821.08
2024-03-12,East,Widget A,Customer 30,9,22.56,203.06,120.57,82.49
2024-03-14,South,Widget A,Customer 6,21,24.63,517.28,322.31,194.97
2024-03-14,West,Gadget X,Customer 39,21,124.5,2614.4,1810.01,804.39
2024-03-14,North,Gadget Y,Customer 37,21,96.78,2032.37,1263.27,769.1
2024-03-14,North,Widget A,Customer 24,12,23.7,284.41,168.93,115.48
2024-03-14,North,Gizmo Lite,Customer 10,3,164.81,494.42,264.5,229.92
2024-03-14,East,Widget A,Customer 35,12,26.81,321.77,174.83,146.94
2024-03-15,West,Widget B,Customer 12,23,38.18,878.17,567.57,310.6
2024-03-17,North,Gizmo Pro,Customer 27,20,302.69,6053.79,3353.49,2700.3
2024-03-18,Central,Gizmo Pro,Customer 5,9,323.74,2913.68,1913.41,1000.27
2024-03-18,West,Gadget Y,Customer 32,12,90.06,1080.68,582.48,498.2
2024-03-18,East,Gizmo Lite,Customer 37,3,161.62,484.87,296.42,188.45
2024-03-19,South,Gadget X,Customer 31,11,115.47,1270.16,807.09,463.07
2024-03-19,Central,Widget A,Customer 15,9,24.06,216.5,146.61,69.89
2024-03-20,North,Gadget Y,Customer 30,9,86.1,774.93,508.67,266.26
2024-03-20,South,Gadget X,Customer 10,19,110.67,2102.71,1258.52,844.19
2024-03-22,East,Gizmo Pro,Customer 2,23,279.12,6419.79,3288.67,3131.12
2024-03-24,North,Widget B,Customer 35,24,40.0,960.12,655.14,304.98
2024-03-24,North,Widget B,Customer 13,22,40.6,893.27,450.59,442.68
2024-03-24,South,Gadget X,Customer 32,10,123.78,1237.81,695.88,541.93
2024-03-24,South,Gadget Y,Customer 23,4,102.09,408.37,217.4,190.97
2024-03-24,West,Gadget Y,Customer 23,15,89.96,1349.38,913.18,436.2
2024-03-25,North,Gizmo Lite,Customer 5,23,147.34,3388.77,2221.41,1167.36
2024-03-25,North,Widget A,Customer 40,17,24.56,417.59,267.67,149.92
2024-03-25,Central,Gizmo Pro,Customer 10,14,308.17,4314.32,2945.2,1369.12
2024-03-26,Central,Gadget X,Customer 18,20,124.18,2483.53,1267.51,1216.02
2024-03-27,West,Gadget X,Customer 2,10,112.66,1126.63,664.08,462.55
2024-03-27,West,Gadget X,Customer 28,18,110.41,1987.4,1196.08,791.32
2024-03-29,Central,Gadget Y,Customer 23,13,86.58,1125.6,714.27,411.33
2024-03-30,West,Gizmo Lite,Customer 5,23,147.48,3392.15,2022.63,1369.52
2024-03-30,Central,Gizmo Lite,Customer 18,2,157.44,314.88,208.62,106.26
2024-03-30,West,Gadget Y,Customer 19,3,100.81,302.43,151.7,150.73
2024-03-30,North,Gadget Y,Customer 36,13,91.23,1185.99,637.66,548.33
2024-03-30,North,Gadget Y,Customer 20,4,96.11,384.44,209.56,174.88
2024-03-31,West,Gizmo Pro,Customer 12,16,287.8,4604.86,2964.08,1640.78
2024-03-31,North,Gadget Y,Customer 5,1,100.76,100.76,53.47,47.29
2024-04-01,East,Widget A,Customer 23,24,24.79,594.96,344.84,250.12
2024-04-02,South,Widget B,Customer 5,21,39.43,827.98,535.12,292.86
2024-04-02,Central,Widget B,Customer 30,22,37.72,829.89,549.57,280.32
2024-04-03,East,Gadget Y,Customer 30,17,102.56,1743.54,1054.86,688.68
2024-04-03,South,Gadget X,Customer 11,16,115.49,1847.88,929.76,918.12
2024-04-03,West,Gizmo Lite,Customer 33,4,155.33,621.34,386.19,235.15
2024-04-04,East,Gizmo Lite,Customer 21,22,151.75,3338.39,1900.88,1437.51
2024-04-04,North,Gizmo Lite,Customer 28,11,135.97,1495.72,970.23,525.49
2024-04-05,West,Gadget Y,Customer 31,11,90.44,994.82,566.09,428.73
2024-04-05,South,Gizmo Lite,Customer 33,20,162.47,3249.49,1951.56,1297.93
2024-04-07,East,Widget A,Customer 14,22,23.42,515.19,342.18,173.01
2024-04-07,Central,Gadget X,Customer 9,3,109.79,329.37,216.24,113.13
2024-04-10,East,Gizmo Lite,Customer 33,7,151.63,1061.38,655.49,405.89
2024-04-11,South,Widget A,Customer 29,13,24.91,323.83,174.62,149.21
2024-04-11,North,Widget A,Customer 2,11,26.27,288.98,180.29,108.69
2024-04-16,North,Gizmo Pro,Customer 18,22,290.47,6390.44,3762.93,2627.51
2024-04-18,South,Gadget X,Customer 15,8,129.7,1037.61,596.57,441.04
2024-04-20,West,Gizmo Pro,Customer 38,3,303.33,909.98,594.94,315.04
2024-04-20,South,Gizmo Lite,Customer 23,8,161.83,1294.66,860.59,434.07
2024-04-20,North,Gadget Y,Customer 12,6,88.33,529.96,314.02,215.94
2024-04-21,West,Widget A,Customer 16,10,22.98,229.83,135.62,94.21
2024-04-21,East,Gizmo Lite,Customer 25,8,153.87,1231.0,706.67,524.33
2024-04-21,North,Gadget Y,Customer 16,24,90.66,2175.89,1261.27,914.62
2024-04-22,North,Gadget Y,Customer 19,5,87.24,436.2,298.13,138.07
2024-04-23,West,Gadget Y,Customer 18,6,90.49,542.92,334.57,208.35
2024-04-24,West,Gadget X,Customer 5,4,115.82,463.28,243.48,219.8
2024-04-24,West,Gadget X,Customer 33,8,111.4,891.19,463.86,427.33
2024-04-25,North,Gizmo Pro,Customer 19,4,271.46,1085.84,683.1,402.74
2024-04-25,East,Gizmo Pro,Customer 17,24,299.17,7180.03,4912.2,2267.83
2024-04-25,North,Widget A,Customer 34,16,27.28,436.54,270.6,165.94
2024-04-25,North,Gizmo Pro,Customer 2,9,275.26,2477.33,1702.9,774.43
2024-04-26,North,Widget B,Customer 4,15,43.7,655.57,399.84,255.73
2024-04-26,North,Gadget X,Customer 38,14,118.69,1661.66,858.83,802.83
2024-04-26,Central,Widget B,Customer 29,19,42.47,806.88,502.15,304.73
2024-04-26,West,Widget A,Customer 36,8,24.63,197.04,120.12,76.92
2024-04-27,North,Gizmo Pro,Customer 20,21,293.26,6158.37,3648.15,2510.22
2024-04-27,Central,Gadget X,Customer 10,20,124.25,2485.03,1553.16,931.87
2024-04-28,East,Gadget X,Customer 17,3,127.03,381.1,265.34,115.76
2024-04-30,North,Gadget X,Customer 21,24,109.17,2620.09,1752.17,867.92
2024-05-01,North,Gadget Y,Customer 39,10,91.52,915.15,509.87,405.28
2024-05-01,North,Gadget X,Customer 16,4,128.13,512.51,339.14,173.37
2024-05-04,West,Gadget X,Customer 21,19,131.64,2501.24,1634.81,866.43
2024-05-04,West,Widget B,Customer 34,9,37.53,337.73,192.31,145.42
2024-05-06,Central,Widget B,Customer 27,23,43.87,1009.03,558.79,450.24
2024-05-06,Central,Gizmo Lite,Customer 7,14,156.03,2184.41,1123.99,1060.42
2024-05-06,East,Widget A,Customer 26,10,24.08,240.76,133.68,107.08
2024-05-06,North,Gadget Y,Customer 31,24,91.99,2207.69,1302.0,905.69
2024-05-07,North,Widget B,Customer 38,5,43.54,217.72,135.44,82.28
2024-05-08,North,Gadget Y,Customer 33,4,97.53,390.12,212.92,177.2
2024-05-08,East,Widget B,Customer 2,4,40.14,160.55,93.54,67.01
2024-05-08,West,Gadget Y,Customer 35,14,87.0,1218.0,716.87,501.13
2024-05-09,West,Gadget X,Customer 10,17,127.7,2170.9,1188.07,982.83
2024-05-09,West,Gadget X,Customer 24,22,122.91,2704.01,1378.01,1326.0
2024-05-10,East,Gizmo Lite,Customer 35,14,140.48,1966.72,1038.27,928.45
2024-05-11,East,Gizmo Lite,Customer 25,13,153.78,1999.1,1353.78,645.32
2024-05-11,West,Gizmo Pro,Customer 16,23,299.24,6882.43,4033.08,2849.35
2024-05-12,North,Widget B,Customer 13,18,41.57,748.33,388.63,359.7
2024-05-13,South,Widget B,Customer 1,16,41.67,666.74,465.89,200.85
2024-05-13,East,Widget A,Customer 29,7,24.36,170.51,98.64,71.87
2024-05-13,East,Gadget X,Customer 14,18,118.64,2135.57,1324.96,810.61
2024-05-14,West,Gizmo Pro,Customer 14,23,323.78,7446.94,3742.83,3704.11
2024-05-14,East,Widget B,Customer 26,22,42.66,938.55,471.35,467.2
2024-05-16,North,Widget A,Customer 33,21,26.57,557.95,355.38,202.57
2024-05-16,North,Gadget Y,Customer 37,22,103.51,2277.18,1319.21,957.97
2024-05-17,East,Gizmo Lite,Customer 11,24,161.9,3885.67,2005.19,1880.48
2024-05-18,North,Widget B,Customer 38,1,38.03,38.03,26.53,11.5
2024-05-19,Central,Widget A,Customer 7,14,25.05,350.74,232.93,117.81
2024-05-20,North,Gadget Y,Customer 20,1,86.85,86.85,50.32,36.53
2024-05-20,West,Gizmo Lite,Customer 5,5,153.89,769.47,418.03,351.44
2024-05-20,West,Widget A,Customer 10,24,27.43,658.24,391.13,267.11
2024-05-21,South,Widget A,Customer 40,24,22.64,543.26,376.61,166.65
2024-05-21,South,Gadget Y,Customer 38,15,99.67,1495.06,807.44,687.62
2024-05-22,North,Widget B,Customer 38,3,39.18,117.53,61.23,56.3
2024-05-22,West,Gadget Y,Customer 37,21,91.43,1920.13,1206.87,713.26
2024-05-23,Central,Widget A,Customer 34,9,23.48,211.29,120.24,91.05
2024-05-24,West,Gizmo Lite,Customer 33,13,154.81,2012.58,1195.8,816.78
2024-05-24,North,Gadget Y,Customer 18,8,100.9,807.22,502.75,304.47
2024-05-25,East,Widget B,Customer 24,22,41.3,908.5,590.74,317.76
2024-05-26,North,Gadget Y,Customer 27,17,100.06,1701.03,1074.35,626.68
2024-05-27,West,Widget A,Customer 28,23,24.06,553.48,287.59,265.89
2024-05-27,North,Widget B,Customer 17,16,43.63,698.1,469.9,228.2
2024-05-28,East,Gizmo Pro,Customer 4,4,319.12,1276.5,668.04,608.46
2024-05-28,South,Widget B,Customer 38,22,37.15,817.33,505.99,311.34
2024-05-28,Central,Gadget X,Customer 37,8,114.01,912.09,570.03,342.06
2024-05-29,North,Widget B,Customer 3,12,39.87,478.42,260.27,218.15
2024-05-29,Central,Gadget Y,Customer 23,14,98.57,1380.02,723.24,656.78
2024-05-30,East,Gizmo Pro,Customer 26,6,309.24,1855.47,1117.58,737.89
2024-05-30,North,Widget B,Customer 21,22,43.19,950.11,585.78,364.33
2024-05-30,East,Gadget Y,Customer 16,3,88.56,265.67,170.05,95.62
2024-05-30,Central,Gadget X,Customer 3,4,113.8,455.2,233.79,221.41
2024-05-30,East,Gadget X,Customer 24,5,121.92,609.6,373.26,236.34
2024-05-31,North,Gizmo Lite,Customer 11,5,137.46,687.3,348.45,338.85
2024-06-01,South,Gadget Y,Customer 33,17,104.14,1770.43,1166.06,604.37
2024-06-02,North,Widget B,Customer 32,24,40.39,969.28,509.45,459.83
2024-06-03,South,Gizmo Lite,Customer 23,10,142.13,1421.26,986.75,434.51
2024-06-03,West,Gadget X,Customer 14,7,111.46,780.19,546.05,234.14
2024-06-03,Central,Gadget Y,Customer 37,4,100.67,402.69,279.29,123.4
2024-06-03,East,Widget A,Customer 19,1,27.06,27.06,18.26,8.8
2024-06-04,Central,Widget B,Customer 35,18,39.93,718.73,502.58,216.15
2024-06-04,West,Gadget Y,Customer 8,24,85.77,2058.42,1111.07,947.35
2024-06-04,Central,Widget B,Customer 35,23,38.19,878.41,543.39,335.02
2024-06-05,East,Widget B,Customer 33,22,42.57,936.54,488.99,447.55
2024-06-06,South,Gadget Y,Customer 6,9,89.24,803.17,554.42,248.75
2024-06-07,East,Gadget Y,Customer 16,8,88.53,708.21,382.96,325.25
2024-06-08,North,Gizmo Lite,Customer 10,21,143.03,3003.58,2003.68,999.9
2024-06-08,South,Widget B,Customer 16,9,43.66,392.97,236.02,156.95
2024-06-09,West,Gizmo Lite,Customer 29,24,164.71,3953.06,2233.68,1719.38
2024-06-09,South,Widget B,Customer 12,6,40.22,241.32,133.16,108.16
2024-06-10,South,Gizmo Pro,Customer 37,15,322.81,4842.14,2609.91,2232.23
2024-06-10,North,Widget A,Customer 34,5,23.02,115.09,66.8,48.29
2024-06-10,East,Widget B,Customer 5,18,39.12,704.2,367.04,337.16
2024-06-13,North,Gizmo Pro,Customer 34,20,296.94,5938.89,3655.52,2283.37
2024-06-13,West,Widget A,Customer 15,10,24.07,240.69,146.24,94.45
2024-06-13,Central,Gizmo Pro,Customer 26,22,284.98,6269.66,3565.27,2704.39
2024-06-14,North,Widget B,Customer 11,13,37.08,482.05,255.66,226.39
2024-06-14,East,Gizmo Lite,Customer 38,21,143.98,3023.53,1964.15,1059.38
2024-06-15,North,Gadget X,Customer 18,4,121.49,485.97,312.45,173.52
2024-06-15,Central,Gadget X,Customer 29,3,113.28,339.85,193.75,146.1
2024-06-16,West,Gizmo Pro,Customer 13,17,277.99,4725.85,2609.93,2115.92
2024-06-16,West,Widget B,Customer 4,6,43.84,263.03,166.03,97.0
2024-06-17,North,Widget A,Customer 5,9,24.28,218.52,148.34,70.18
2024-06-17,South,Gadget Y,Customer 9,7,87.61,613.28,386.13,227.15
2024-06-19,West,Widget A,Customer 4,15,27.22,408.3,226.11,182.19
2024-06-19,North,Widget B,Customer 37,6,39.3,235.81,150.71,85.1
2024-06-19,West,Widget B,Customer 19,19,39.99,759.73,391.57,368.16
2024-06-19,Central,Gadget X,Customer 20,14,119.09,1667.26,834.04,833.22
2024-06-20,Central,Gadget Y,Customer 25,4,92.25,368.99,232.38,136.61
2024-06-20,North,Gizmo Pro,Customer 19,11,310.57,3416.24,1802.71,1613.53
2024-06-20,Central,Widget B,Customer 19,23,39.76,914.51,593.39,321.12
2024-06-20,West,Gadget X,Customer 1,23,123.08,2830.85,1519.66,1311.19
2024-06-20,East,Gadget X,Customer 34,24,114.06,2737.53,1371.55,1365.98
2024-06-22,Central,Gadget Y,Customer 35,8,91.41,731.32,454.93,276.39
2024-06-23,East,Gadget X,Customer 5,19,118.63,2254.04,1349.79,904.25
2024-06-24,West,Gadget Y,Customer 27,18,89.56,1612.02,969.1,642.92
2024-06-24,South,Gadget Y,Customer 9,6,99.75,598.5,407.96,190.54
2024-06-24,Central,Widget A,Customer 34,12,22.68,272.13,153.97,118.16
2024-06-24,East,Gadget Y,Customer 26,6,99.98,599.9,354.53,245.37
2024-06-24,West,Widget B,Customer 39,10,38.81,388.14,236.26,151.88
2024-06-26,South,Gizmo Pro,Customer 32,17,301.15,5119.59,2799.77,2319.82
2024-06-27,North,Gadget X,Customer 16,1,118.03,118.03,82.25,35.78
2024-06-27,West,Widget A,Customer 33,6,27.04,162.23,104.62,57.61
2024-06-28,North,Widget A,Customer 8,5,27.15,135.74,73.43,62.31
2024-06-30,South,Gadget X,Customer 5,5,119.54,597.71,350.88,246.83
2024-06-30,West,Widget A,Customer 3,16,23.07,369.13,254.04,115.09
2024-07-01,South,Gadget Y,Customer 21,24,100.85,2420.48,1296.35,1124.13
2024-07-02,North,Gizmo Pro,Customer 9,1,320.76,320.76,199.74,121.02
2024-07-03,South,Gizmo Lite,Customer 31,17,160.52,2728.87,1771.57,957.3
2024-07-03,North,Gadget X,Customer 14,2,130.6,261.19,139.71,121.48
2024-07-03,East,Gadget X,Customer 36,13,120.78,1570.17,801.36,768.81
2024-07-03,North,Gadget Y,Customer 12,11,103.24,1135.62,749.82,385.8
2024-07-04,North,Gizmo Lite,Customer 21,22,152.72,3359.82,2124.09,1235.73
2024-07-04,Central,Gizmo Lite,Customer 24,16,161.24,2579.89,1356.46,1223.43
2024-07-04,Central,Gizmo Lite,Customer 11,10,159.6,1596.02,811.28,784.74
2024-07-04,Central,Gadget X,Customer 6,23,110.55,2542.63,1665.87,876.76
2024-07-04,Central,Gizmo Pro,Customer 32,6,277.9,1667.4,1118.73,548.67
2024-07-06,West,Widget B,Customer 28,20,38.72,774.31,513.34,260.97
2024-07-06,East,Widget B,Customer 14,3,38.96,116.88,59.66,57.22
2024-07-07,North,Gizmo Pro,Customer 33,20,314.49,6289.75,3865.87,2423.88
2024-07-07,South,Gizmo Lite,Customer 16,13,153.18,1991.34,1333.98,657.36
2024-07-08,North,Gizmo Lite,Customer 22,14,151.85,2125.87,1135.56,990.31
2024-07-09,South,Gizmo Lite,Customer 20,18,164.6,2962.81,1554.27,1408.54
2024-07-09,East,Gizmo Pro,Customer 17,8,290.49,2323.91,1262.17,1061.74
2024-07-10,Central,Widget B,Customer 20,20,42.0,840.04,445.57,394.47
2024-07-10,North,Widget A,Customer 1,19,26.2,497.77,309.84,187.93
2024-07-11,East,Gizmo Lite,Customer 11,20,158.14,3162.75,1605.93,1556.82
2024-07-11,North,Gizmo Lite,Customer 18,19,156.77,2978.66,1854.76,1123.9
2024-07-11,South,Gizmo Pro,Customer 17,23,270.12,6212.75,3999.44,2213.31
2024-07-11,North,Gizmo Lite,Customer 24,2,135.58,271.16,142.32,128.84
2024-07-11,East,Gadget Y,Customer 8,3,93.34,280.03,184.95,95.08
2024-07-12,South,Widget A,Customer 13,20,25.86,517.15,323.97,193.18
2024-07-12,Central,Widget A,Customer 13,15,25.0,374.94,203.71,171.23
2024-07-13,South,Gadget X,Customer 26,12,114.23,1370.75,805.18,565.57
2024-07-13,North,Gizmo Pro,Customer 20,4,302.97,1211.86,764.97,446.89
2024-07-13,North,Gadget X,Customer 35,12,126.3,1515.61,935.11,580.5
2024-07-15,East,Gizmo Pro,Customer 5,16,319.88,5118.12,3172.19,1945.93
2024-07-16,North,Widget B,Customer 25,13,39.67,515.71,276.59,239.12
2024-07-16,North,Gizmo Pro,Customer 6,21,286.88,6024.5,3563.58,2460.92
2024-07-17,East,Gadget Y,Customer 30,5,90.24,451.18,262.62,188.56
2024-07-17,South,Gadget Y,Customer 3,5,99.93,499.63,346.52,153.11
2024-07-17,South,Gizmo Lite,Customer 31,9,155.7,1401.3,894.06,507.24
2024-07-17,East,Widget B,Customer 14,18,41.71,750.81,498.92,251.89
2024-07-19,West,Gizmo Lite,Customer 8,19,163.37,3104.08,1746.31,1357.77
2024-07-19,South,Gizmo Pro,Customer 26,16,329.73,5275.75,3252.73,2023.02
2024-07-20,West,Gadget X,Customer 22,5,113.9,569.5,330.62,238.88
2024-07-21,Central,Gadget X,Customer 31,10,120.78,1207.77,677.16,530.61
2024-07-22,North,Widget A,Customer 5,7,25.95,181.65,104.89,76.76
2024-07-22,North,Widget A,Customer 23,3,27.32,81.97,52.75,29.22
2024-07-22,North,Gadget X,Customer 1,20,128.75,2575.03,1348.63,1226.4
2024-07-23,West,Gadget X,Customer 39,12,108.24,1298.91,688.11,610.8
2024-07-23,Central,Gizmo Lite,Customer 24,18,153.45,2762.1,1927.98,834.12
2024-07-24,East,Widget A,Customer 39,13,25.88,336.4,171.22,165.18
2024-07-24,South,Widget B,Customer 10,2,42.25,84.49,52.11,32.38
2024-07-24,South,Widget A,Customer 16,2,27.34,54.67,31.63,23.04
2024-07-26,South,Gizmo Lite,Customer 39,10,139.46,1394.55,863.64,530.91
2024-07-26,Central,Gizmo Pro,Customer 27,3,304.27,912.81,511.91,400.9
2024-07-27,North,Widget B,Customer 13,11,38.17,419.84,226.9,192.94
2024-07-28,East,Widget A,Customer 17,1,24.46,24.46,14.83,9.63
2024-07-28,West,Gadget X,Customer 17,5,131.89,659.45,367.64,291.81
2024-07-28,South,Widget B,Customer 11,6,38.77,232.62,132.45,100.17
2024-07-28,South,Widget B,Customer 33,13,42.1,547.24,371.39,175.85
2024-07-28,North,Gadget Y,Customer 13,11,100.81,1108.88,604.19,504.69
2024-07-30,South,Gizmo Pro,Customer 2,22,321.0,7061.97,4475.91,2586.06
2024-07-30,North,Gadget X,Customer 1,21,108.8,2284.85,1407.37,877.48
2024-07-31,North,Gizmo Pro,Customer 23,17,320.35,5445.88,3322.71,2123.17
2024-07-31,East,Gizmo Lite,Customer 6,12,140.6,1687.17,1144.76,542.41
2024-08-02,East,Widget B,Customer 11,9,39.13,352.16,195.31,156.85
2024-08-03,Central,Widget B,Customer 38,10,38.2,382.01,221.41,160.6
2024-08-03,South,Gizmo Pro,Customer 6,5,313.39,1566.94,846.32,720.62
2024-08-06,North,Gadget Y,Customer 19,10,95.87,958.73,656.96,301.77
2024-08-07,North,Widget A,Customer 24,4,23.59,94.37,65.11,29.26
2024-08-07,Central,Widget A,Customer 13,9,22.95,206.57,115.21,91.36
2024-08-08,Central,Widget A,Customer 30,23,26.52,610.07,311.43,298.64
2024-08-10,East,Gadget Y,Customer 31,12,89.38,1072.51,713.53,358.98
2024-08-10,North,Widget A,Customer 4,1,25.5,25.5,17.55,7.95
2024-08-11,Central,Gadget X,Customer 8,8,128.14,1025.12,542.36,482.76
2024-08-11,Central,Gadget Y,Customer 2,5,92.99,464.94,311.6,153.34
2024-08-11,Central,Widget B,Customer 24,2,37.14,74.29,48.5,25.79
2024-08-11,South,Gadget Y,Customer 28,11,101.96,1121.54,660.4,461.14
2024-08-12,South,Widget B,Customer 26,21,37.65,790.6,395.45,395.15
2024-08-12,East,Widget A,Customer 25,2,23.87,47.75,29.58,18.17
2024-08-13,North,Gizmo Pro,Customer 34,24,328.66,7887.73,4862.99,3024.74
2024-08-14,West,Gizmo Lite,Customer 23,22,136.78,3009.06,1885.36,1123.7
2024-08-15,North,Gizmo Pro,Customer 32,19,319.48,6070.14,3457.32,2612.82
2024-08-16,South,Widget B,Customer 40,20,39.34,786.87,432.97,353.9
2024-08-17,South,Gizmo Pro,Customer 6,20,308.76,6175.1,3792.47,2382.63
2024-08-17,West,Widget A,Customer 12,2,26.5,52.99,31.88,21.11
2024-08-18,East,Widget B,Customer 10,24,43.59,1046.26,586.97,459.29
2024-08-18,Central,Gizmo Lite,Customer 3,23,156.94,3609.56,2360.47,1249.09
2024-08-18,North,Widget B,Customer 30,21,36.12,758.54,525.67,232.87
2024-08-18,East,Gizmo Lite,Customer 29,22,153.09,3368.02,2246.74,1121.28
2024-08-18,North,Gadget X,Customer 2,18,109.54,1971.75,1219.6,752.15
2024-08-19,West,Gizmo Lite,Customer 6,17,164.87,2802.82,1645.4,1157.42
2024-08-20,West,Gizmo Lite,Customer 10,14,147.98,2071.78,1054.08,1017.7
2024-08-21,West,Gizmo Lite,Customer 37,20,160.53,3210.51,1788.98,1421.53
2024-08-23,South,Gadget X,Customer 18,5,114.96,574.81,310.57,264.24
2024-08-23,West,Gizmo Lite,Customer 26,1,160.61,160.61,103.6,57.01
2024-08-23,South,Widget A,Customer 12,7,25.32,177.22,102.09,75.13
2024-08-24,East,Gadget Y,Customer 2,8,102.14,817.14,536.56,280.58
2024-08-26,West,Widget B,Customer 37,21,36.65,769.59,450.72,318.87
2024-08-27,West,Gadget X,Customer 7,3,127.12,381.37,213.12,168.25
2024-08-27,South,Widget A,Customer 32,17,24.72,420.28,211.37,208.91
2024-08-28,South,Gizmo Lite,Customer 12,12,162.62,1951.47,1202.73,748.74
2024-08-28,North,Gadget X,Customer 1,2,116.62,233.23,154.32,78.91
2024-08-28,North,Widget A,Customer 40,19,25.58,485.94,331.47,154.47
2024-08-29,Central,Gizmo Lite,Customer 33,10,159.29,1592.9,1099.27,493.63
2024-08-29,West,Gadget Y,Customer 18,4,92.21,368.84,243.42,125.42
2024-08-30,South,Widget B,Customer 20,6,38.6,231.61,117.62,113.99
2024-08-30,Central,Widget B,Customer 15,6,43.91,263.44,156.23,107.21
2024-08-30,Central,Gizmo Lite,Customer 6,14,142.58,1996.18,1372.93,623.25
2024-08-30,West,Gadget X,Customer 15,22,116.78,2569.08,1400.34,1168.74
2024-09-02,North,Widget A,Customer 38,12,26.49,317.9,211.24,106.66
2024-09-02,North,Widget B,Customer 2,1,36.74,36.74,24.96,11.78
2024-09-03,South,Gadget X,Customer 25,16,119.67,1914.69,999.09,915.6
2024-09-03,South,Widget B,Customer 25,18,42.13,758.4,401.91,356.49
2024-09-03,West,Gizmo Pro,Customer 26,21,295.86,6213.04,3740.9,2472.14
2024-09-03,South,Gadget X,Customer 34,12,123.56,1482.76,761.68,721.08
2024-09-04,East,Widget A,Customer 21,15,26.6,399.05,237.62,161.43
2024-09-04,Central,Gadget X,Customer 1,5,121.47,607.35,397.32,210.03
2024-09-05,North,Gadget X,Customer 8,9,114.79,1033.09,603.03,430.06
2024-09-05,North,Gizmo Pro,Customer 5,17,281.14,4779.36,3024.59,1754.77
2024-09-06,East,Gizmo Pro,Customer 18,24,314.54,7548.87,3812.48,3736.39
2024-09-06,North,Gizmo Lite,Customer 27,4,143.86,575.43,388.93,186.5
2024-09-06,South,Gizmo Pro,Customer 20,3,322.96,968.89,494.5,474.39
2024-09-07,North,Gadget X,Customer 6,6,115.99,695.93,449.65,246.28
2024-09-07,South,Gadget X,Customer 3,18,127.19,2289.35,1462.76,826.59
2024-09-07,South,Gizmo Lite,Customer 15,11,135.0,1485.01,954.01,531.0
2024-09-08,Central,Gizmo Lite,Customer 9,21,135.03,2835.59,1930.03,905.56
2024-09-08,East,Widget B,Customer 11,24,41.88,1005.13,664.09,341.04
2024-09-08,North,Widget B,Customer 39,5,42.58,212.91,107.02,105.89
2024-09-08,South,Gizmo Pro,Customer 34,4,322.41,1289.62,877.12,412.5
2024-09-09,East,Widget B,Customer 14,11,43.51,478.56,265.66,212.9
2024-09-09,South,Gadget Y,Customer 7,3,90.74,272.21,178.96,93.25
2024-09-11,East,Gadget X,Customer 35,1,111.03,111.03,70.53,40.5
2024-09-11,South,Gizmo Lite,Customer 32,10,160.33,1603.26,956.83,646.43
2024-09-12,Central,Widget B,Customer 38,15,43.14,647.07,379.3,267.77
2024-09-13,North,Widget B,Customer 24,14,42.4,593.62,399.27,194.35
2024-09-13,East,Widget B,Customer 10,24,37.39,897.4,513.53,383.87
2024-09-13,North,Widget A,Customer 1,22,25.09,552.07,341.32,210.75
2024-09-14,West,Gadget X,Customer 12,12,121.56,1458.76,932.63,526.13
2024-09-14,Central,Gizmo Lite,Customer 5,24,141.45,3394.76,1718.55,1676.21
2024-09-14,West,Gizmo Pro,Customer 4,10,314.16,3141.55,1701.71,1439.84
2024-09-16,Central,Gadget X,Customer 2,2,117.86,235.73,119.42,116.31
2024-09-17,East,Gizmo Lite,Customer 18,20,159.59,3191.81,2233.85,957.96
2024-09-18,North,Widget B,Customer 28,11,38.67,425.4,257.1,168.3
2024-09-18,East,Gadget X,Customer 13,9,110.06,990.58,506.59,483.99
